credit_limit,gender,education,marital_status,age,pay_status_1,pay_status_2,pay_status_3,pay_status_4,pay_status_5,pay_status_6,bill_amount_1,bill_amount_2,bill_amount_3,bill_amount_4,bill_amount_5,bill_amount_6,payment_amount_1,payment_amount_2,payment_amount_3,payment_amount_4,payment_amount_5,payment_amount_6,default_next_month,num_delayed_payments,max_payment_delay,avg_payment_delay,recent_payment_delay,avg_bill_amount,avg_payment_amount,total_bill_amount,total_payment_amount,payment_to_bill_ratio,credit_utilization,avg_positive_bill,payment_std,recent_payment_amount,recent_bill_amount,recent_payment_ratio,payment_behavior_score,payment_success,payment_failure
140000,2,1,1,39,1,-1,-1,-1,-1,0,0,797,190,3260,32617,20506,797,190,3269,32617,5000,2774,0,1,1,0.16666666666666666,1,9561.666666666666,7441.166666666667,57370,44647,0.7782290395677183,0.06829761904761904,9561.666666666666,12455.486075086217,797,0,0.0,0.9791666666666666,1,0
230000,2,2,2,31,1,2,0,0,0,2,19451,13716,14718,13524,15529,12936,1017,5028,5003,3012,3,3898,0,3,2,0.8333333333333334,1,14979.0,2993.5,89874,17961,0.19984645169904533,0.06512608695652174,14979.0,2090.233742910108,1017,19451,0.05228522955117989,0.8958333333333334,1,0
240000,2,3,2,37,1,-2,-1,-1,-1,-1,-3,-3,2486,2500,580,490,0,2489,2500,580,490,177,0,1,1,0.16666666666666666,1,1008.3333333333334,1039.3333333333333,6050,6236,1.0307438016528925,0.004205555555555556,1009.3333333333334,1146.4438349377028,0,-3,0.0,0.9791666666666666,1,0
180000,2,1,1,46,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,30775.0,0.0,184650,0,0.0,0.17097222222222222,30775.0,0.0,0,184650,0.0,1.0,1,0
80000,2,3,1,39,0,0,0,0,0,0,18787,19869,20897,21911,22545,23181,1400,1352,1366,1000,1000,1000,0,0,0,0.0,0,21198.333333333332,1186.3333333333333,127190,7118,0.05596351914458684,0.26497916666666665,21198.333333333332,204.71410959351743,1400,18787,0.07451961462713579,1.0,1,0
150000,2,1,1,37,0,0,0,0,0,0,61137,62350,63653,64955,66249,67637,2230,2306,2356,2372,2456,2631,0,0,0,0.0,0,64330.166666666664,2391.8333333333335,385981,14351,0.037180586609185426,0.42886777777777774,64330.166666666664,138.96246495606889,2230,61137,0.03647545676104487,1.0,1,0
300000,2,1,2,35,1,-2,-2,-2,-1,-1,0,0,0,0,150000,0,0,0,0,150000,0,267,0,1,1,0.16666666666666666,1,25000.0,25044.5,150000,150267,1.00178,0.08333333333333333,25000.0,61215.53627552404,0,0,0.0,0.9791666666666666,1,0
420000,2,1,1,45,2,0,0,0,0,0,412289,414634,409078,412057,402926,373095,16272,17029,15514,15056,13707,14128,1,1,2,0.3333333333333333,2,404013.1666666667,15284.333333333334,2424079,91706,0.03783127530084622,0.9619361111111111,404013.1666666667,1260.8978811413185,16272,412289,0.039467460931531036,0.9583333333333334,0,1
60000,2,1,2,31,-1,-1,-1,-1,-2,-2,7233,1596,1562,0,0,0,1596,1562,0,0,0,0,0,0,0,0.0,0,1731.8333333333333,526.3333333333334,10391,3158,0.30391685112116257,0.028863888888888887,1731.8333333333333,815.4629768828667,1596,7233,0.22065532973869764,1.0,1,0
30000,2,3,1,48,0,0,0,0,0,0,29757,29059,26386,9370,7290,0,1720,1450,1010,500,0,0,0,0,0,0.0,0,16977.0,780.0,101862,4680,0.04594451316487012,0.5659,16977.0,732.2021578771808,1720,29757,0.05780152569143395,1.0,1,0
210000,2,1,2,37,-1,-1,-1,-1,0,0,430,1570,17036,73158,46823,1427,1570,17036,73158,936,29,630,0,0,0,0.0,0,23407.333333333332,15559.833333333334,140444,93359,0.664741818803224,0.11146349206349206,23407.333333333332,28959.994878567686,1570,430,3.6511627906976742,1.0,1,0
170000,2,2,2,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,330,0,0,0,0,330,1290,1,0,0,0.0,0,55.0,270.0,330,1620,4.909090909090909,0.0003235294117647059,55.0,516.8365312165927,0,0,0.0,1.0,0,1
270000,2,2,1,44,0,0,-1,0,0,0,24775,18018,15896,32396,50411,60957,10203,15908,20000,29000,22000,1821,0,0,0,0.0,0,33742.166666666664,16488.666666666668,202453,98932,0.4886665053123441,0.12497098765432098,33742.166666666664,9531.263749716858,10203,24775,0.4118264379414733,1.0,1,0
120000,2,1,2,39,-1,-1,-2,-2,-2,-2,28724,-72,-72,-72,-72,-72,0,0,0,0,0,0,0,0,0,0.0,0,4727.333333333333,0.0,28364,0,0.0,0.03989444444444444,4787.333333333333,0.0,0,28724,0.0,1.0,1,0
150000,2,3,2,42,0,0,0,0,-1,-1,30643,31209,25977,30776,920,0,1237,1354,5153,924,0,0,0,0,0,0.0,0,19920.833333333332,1444.6666666666667,119525,8668,0.07252039322317506,0.13280555555555554,19920.833333333332,1910.4082984186039,1237,30643,0.040368110171980554,1.0,1,0
150000,2,1,2,37,-1,-1,-1,-1,-1,-1,7591,5538,18987,0,1399,150,5538,18987,0,1399,150,203,1,0,0,0.0,0,5610.833333333333,4379.5,33665,26277,0.7805435912668944,0.03740555555555555,5610.833333333333,7458.101655247131,5538,7591,0.7295481491239626,1.0,0,1
240000,2,2,1,35,-2,-2,-2,-2,-2,-2,5391,7375,4908,5638,2582,4127,7375,4908,5638,2587,4127,4942,0,0,0,0.0,0,5003.5,4929.5,30021,29577,0.9852103527530729,0.020847916666666667,5003.5,1588.3559739554607,7375,5391,1.3680207753663514,1.0,1,0
130000,2,3,3,43,-1,0,-1,-1,0,-1,15923,82292,396,1552,776,776,70000,792,1552,0,776,3676,0,0,0,0.0,0,16952.5,12799.333333333334,101715,76796,0.7550115518851693,0.13040384615384615,16952.5,28050.716630180174,70000,15923,4.396156503171513,1.0,1,0
150000,2,3,1,38,0,0,0,0,0,0,105911,109006,108761,79044,79350,80594,5530,4100,3150,2211,2270,2288,0,0,0,0.0,0,93777.66666666667,3258.1666666666665,562666,19549,0.034743524577635757,0.6251844444444444,93777.66666666667,1333.8564265567215,5530,105911,0.052213651084401055,1.0,1,0
20000,2,1,1,37,0,0,0,0,0,0,19921,18100,19146,20098,20191,18216,1594,1640,1592,685,662,827,0,0,0,0.0,0,19278.666666666668,1166.6666666666667,115672,7000,0.06051594162805173,0.9639333333333334,19278.666666666668,487.7768615531765,1594,19921,0.08001606345062999,1.0,1,0
390000,2,1,2,33,-2,-2,-2,-2,-2,-2,2703,1017,0,0,1560,4386,1017,0,0,1560,4386,12000,0,0,0,0.0,0,1611.0,3160.5,9666,18963,1.9618249534450651,0.00413076923076923,1611.0,4621.0891248708895,1017,2703,0.3762486126526082,1.0,1,0
270000,2,2,1,39,0,0,0,0,0,0,161039,164354,167788,339599,174797,180313,6000,6079,6213,12840,8500,8205,0,0,0,0.0,0,197981.66666666666,7972.833333333333,1187890,47837,0.0402705637727399,0.7332654320987654,197981.66666666666,2630.467898809386,6000,161039,0.037258055502083345,1.0,1,0
180000,2,1,1,45,-1,2,-1,-1,-1,-1,1560,316,316,316,316,316,0,316,316,316,316,316,1,1,2,0.3333333333333333,0,523.3333333333334,263.3333333333333,3140,1580,0.5031847133757962,0.0029074074074074076,523.3333333333334,129.0064597865807,0,1560,0.0,0.9583333333333334,0,1
200000,2,1,2,30,0,0,0,0,0,0,78866,74961,69702,63210,57098,46455,20000,2513,1656,5000,20000,15000,0,0,0,0.0,0,65048.666666666664,10694.833333333334,390292,64169,0.16441279862256977,0.32524333333333333,65048.666666666664,8634.590260496827,20000,78866,0.2535947049425608,1.0,1,0
180000,2,2,2,37,-1,-1,-2,-2,-2,-2,491,0,0,0,0,0,0,0,0,0,0,3738,0,0,0,0.0,0,81.83333333333333,623.0,491,3738,5.0,0.0004546296296296296,81.83333333333333,1526.03210975392,0,491,0.0,1.0,1,0
330000,2,1,2,39,0,0,0,0,0,0,118467,110930,100498,95072,94164,94043,4000,4600,4000,4190,6680,3500,0,0,0,0.0,0,102195.66666666667,4495.0,613174,26970,0.04398425243079452,0.3096838383838384,102195.66666666667,1127.683466226228,4000,118467,0.033764677083069544,1.0,1,0
140000,2,1,2,40,0,0,-1,0,0,-2,51270,54000,4117,6817,0,0,4500,4117,3000,0,0,0,0,0,0,0.0,0,19367.333333333332,1936.1666666666667,116204,11617,0.09997074111046092,0.13833809523809523,19367.333333333332,2177.4866627988026,4500,51270,0.08777062609713282,1.0,1,0
220000,2,2,1,34,-1,-1,-1,-1,-1,-1,387,1083,1969,389,389,389,1086,2099,390,390,390,391,0,0,0,0.0,0,767.6666666666666,791.0,4606,4746,1.0303951367781155,0.0034893939393939393,767.6666666666666,698.6117662908348,1086,387,2.806201550387597,1.0,1,0
400000,2,1,1,40,-1,-1,-1,-1,-1,-1,6376,4925,4382,1240,167621,3284,5949,4403,1250,168459,3301,11168,0,0,0,0.0,0,31304.666666666668,32421.666666666668,187828,194530,1.035681581020934,0.07826166666666667,31304.666666666668,66728.41703402431,5949,6376,0.9330301129234629,1.0,1,0
150000,2,2,1,36,0,0,0,0,0,0,339351,133681,100683,147127,79942,71976,7000,3500,3000,5242,3009,4000,0,0,0,0.0,0,145460.0,4291.833333333333,872760,25751,0.02950524771987717,0.9697333333333333,145460.0,1566.1190780610095,7000,339351,0.02062760976098494,1.0,1,0
200000,2,2,1,36,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.6666666666666666,2,416.6666666666667,0.0,2500,0,0.0,0.0020833333333333333,416.6666666666667,0.0,0,2500,0.0,0.9166666666666666,0,1
30000,2,2,1,43,-1,-1,0,0,0,0,661,25166,26195,27209,27924,30204,25166,1437,1451,1166,2900,600,0,0,0,0.0,0,22893.166666666668,5453.333333333333,137359,32720,0.2382079077453971,0.7631055555555556,22893.166666666668,9687.047179954616,25166,661,5.0,1.0,1,0
170000,2,2,2,30,0,0,0,0,0,0,106667,103955,85601,82963,58547,57080,3458,3426,2711,1779,1940,2000,0,0,0,0.0,0,82468.83333333333,2552.3333333333335,494813,15314,0.030949065606602898,0.48511078431372545,82468.83333333333,759.8380529209279,3458,106667,0.03241864869172284,1.0,1,0
180000,2,2,1,30,1,2,-1,0,0,0,18435,1563,3842,7146,10480,13886,0,3842,5000,5000,10000,5000,0,2,2,0.5,1,9225.333333333334,4807.0,55352,28842,0.5210651828298887,0.051251851851851854,9225.333333333334,3197.4198973547404,0,18435,0.0,0.9375,1,0
300000,2,2,1,31,0,0,0,-1,-1,-1,5361,2700,3822,1103,1622,-1,1060,1182,1108,1630,0,0,0,0,0,0.0,0,2434.5,830.0,14607,4980,0.34093242965701376,0.008115555555555555,2434.6666666666665,674.0753667061273,1060,5361,0.19772430516694647,1.0,1,0
100000,2,2,2,32,0,0,0,2,0,0,76112,77494,96445,92742,92644,95497,4500,25445,0,3500,6790,0,0,1,2,0.3333333333333333,0,88489.0,6705.833333333333,530934,40235,0.07578154723562627,0.88489,88489.0,9552.412478880226,4500,76112,0.05912339709901198,0.9583333333333334,1,0
500000,2,1,1,38,-1,0,-1,0,0,0,5410,2760,36861,23200,34255,18554,2700,36861,10000,20055,1000,5622,0,0,0,0.0,0,20173.333333333332,12706.333333333334,121040,76238,0.629857898215466,0.04034666666666666,20173.333333333332,13653.774491570699,2700,5410,0.49907578558225507,1.0,1,0
80000,2,3,1,40,0,0,0,0,0,0,34965,35660,37082,38464,38922,40791,1578,2000,2000,1397,2500,3000,0,0,0,0.0,0,37647.333333333336,2079.1666666666665,225884,12475,0.05522746188309043,0.4705916666666667,37647.333333333336,592.2987140511675,1578,34965,0.04513084513084513,1.0,1,0
60000,2,2,2,40,0,0,0,0,0,0,61756,60800,55390,50221,22032,20710,2200,2100,8000,800,1000,1000,0,0,0,0.0,0,45151.5,2516.6666666666665,270909,15100,0.05573827373767575,0.752525,45151.5,2752.756194556043,2200,61756,0.03562406891638059,1.0,1,0
50000,2,2,1,37,0,0,0,0,0,-1,24380,23325,21940,20718,24048,5017,1366,1400,1200,5000,5017,71,0,0,0,0.0,0,19904.666666666668,2342.3333333333335,119428,14054,0.11767759654352414,0.39809333333333335,19904.666666666668,2122.3634624320753,1366,24380,0.056029532403609514,1.0,1,0
500000,2,3,1,48,-1,-1,0,0,0,-1,485,6342,6390,5477,1060,23726,6342,1228,1000,1060,23726,1084,0,0,0,0.0,0,7246.666666666667,5740.0,43480,34440,0.7920883164673413,0.014493333333333334,7246.666666666667,9058.311984028813,6342,485,5.0,1.0,1,0
50000,2,3,3,37,2,2,2,2,2,2,47676,48896,49325,48033,27019,26450,2300,1500,0,3400,0,1200,1,6,2,2.0,2,41233.166666666664,1400.0,247399,8400,0.03395324960893132,0.8246633333333333,41233.166666666664,1325.1415018781956,2300,47676,0.04824230220656095,0.75,0,1
160000,2,3,1,44,0,-1,-1,2,2,2,6061,1594,2904,2313,2753,2191,2000,3037,0,1000,0,5000,0,3,2,1.0,0,2969.3333333333335,1839.5,17816,11037,0.6194993264481365,0.018558333333333333,2969.3333333333335,1945.2921374436282,2000,6061,0.3299785513941594,0.875,1,0
180000,2,2,1,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.9791666666666666,1,0
520000,2,1,1,46,1,2,2,0,0,2,133890,106928,37238,36293,55826,34989,5022,0,20000,40000,0,5000,0,4,2,1.1666666666666667,1,67527.33333333333,11670.333333333334,405164,70022,0.1728238441717428,0.1298602564102564,67527.33333333333,15703.760080524236,5022,133890,0.03750840241989693,0.8541666666666666,1,0
160000,2,1,1,33,-1,-1,-1,-1,-1,-1,5459,20415,2141,2144,5816,2144,20415,2141,2144,5816,2144,1456,0,0,0,0.0,0,6353.166666666667,5686.0,38119,34116,0.8949867520134316,0.03970729166666667,6353.166666666667,7382.571286482779,20415,5459,3.7396959150027476,1.0,1,0
380000,2,1,1,35,-1,-1,-1,-1,-1,-1,472,14985,10472,39993,25356,39772,14985,10472,39993,25356,39772,54002,0,0,0,0.0,0,21841.666666666668,30763.333333333332,131050,184580,1.4084700495993896,0.0574780701754386,21841.666666666668,16711.14427759711,14985,472,5.0,1.0,1,0
440000,2,2,1,33,0,0,0,2,0,0,411970,420142,443407,431200,440000,-6948,15003,30000,0,9000,788,0,0,1,2,0.3333333333333333,0,356628.5,9131.833333333334,2139771,54791,0.025606011110534725,0.8131511363636363,357786.5,11885.862802786622,15003,411970,0.03641770031798432,0.9583333333333334,1,0
280000,2,1,2,33,2,0,0,0,0,0,3192,4962,7860,10708,13516,16279,2000,3000,3000,3000,3000,3000,0,1,2,0.3333333333333333,2,9419.5,2833.3333333333335,56517,17000,0.30079445122706444,0.03364107142857143,9419.5,408.24829046386304,2000,3192,0.6265664160401002,0.9583333333333334,1,0
130000,2,2,1,35,0,0,0,0,0,0,63281,56889,60955,62038,62393,65439,10000,5000,2142,5000,4000,9500,0,0,0,0.0,0,61832.5,5940.333333333333,370995,35642,0.09607137562500842,0.4756346153846154,61832.5,3134.0964673517415,10000,63281,0.15802531565556802,1.0,1,0
250000,2,2,1,31,1,-2,-2,-1,-1,-1,0,0,0,1000,0,1013,0,0,1000,0,1013,0,0,1,1,0.16666666666666666,1,335.5,335.5,2013,2013,1.0,0.001342,335.5,519.7706224864964,0,0,0.0,0.9791666666666666,1,0
360000,2,2,1,39,1,-1,-1,-1,-1,-1,0,791,173,1640,287,2418,791,173,1640,287,2426,507,0,1,1,0.16666666666666666,1,884.8333333333334,970.6666666666666,5309,5824,1.0970050857035223,0.0024578703703703707,884.8333333333334,885.0922362481025,791,0,0.0,0.9791666666666666,1,0
470000,2,2,2,36,-1,-1,-1,-1,0,-1,9,89,0,157,157,205430,1960,0,157,0,205430,130,0,0,0,0.0,0,34307.0,34612.833333333336,205842,207677,1.0089146044053205,0.0729936170212766,34307.0,83686.41306787301,1960,9,5.0,1.0,1,0
330000,2,2,1,29,0,0,0,0,0,0,132702,135972,137289,141844,143470,146596,6972,4989,6844,5470,5596,5577,0,0,0,0.0,0,139645.5,5908.0,837873,35448,0.042307127691189474,0.42316818181818183,139645.5,806.4120534813452,6972,132702,0.05253877108106886,1.0,1,0
240000,2,2,1,42,-1,-1,-1,-1,-1,-1,1986,1323,329,9228,7776,7500,1323,329,9228,7776,7500,635,0,0,0,0.0,0,4690.333333333333,4465.166666666667,28142,26791,0.9519934617297989,0.019543055555555553,4690.333333333333,4111.147645933756,1323,1986,0.6661631419939577,1.0,1,0
360000,2,1,1,48,-1,-1,-2,-1,-1,-1,485,-15,-15,12588,1243,-6,0,0,12603,1250,0,420,0,0,0,0.0,0,2380.0,2378.8333333333335,14280,14273,0.9995098039215686,0.006627777777777778,2386.0,5032.323933002193,0,485,0.0,1.0,1,0
80000,2,3,2,40,2,2,0,0,0,0,81428,78041,75945,61740,29089,28267,4,3716,2000,1000,1000,2000,1,2,2,0.6666666666666666,2,59085.0,1620.0,354510,9720,0.027418126428027417,0.7385625,59085.0,1269.8245548106242,4,81428,4.912315174141573e-05,0.9166666666666666,0,1
280000,2,1,2,29,0,0,0,0,0,0,15801,9982,9909,10420,10142,10329,1200,1200,1200,1000,350,300,0,0,0,0.0,0,11097.166666666666,875.0,66583,5250,0.07884895543907604,0.039632738095238096,11097.166666666666,433.3012808658659,1200,15801,0.07594456047085628,1.0,1,0
60000,2,1,1,38,1,-1,3,2,-1,-1,0,780,780,390,390,390,780,0,0,390,390,87,0,3,3,1.0,1,455.0,274.5,2730,1647,0.6032967032967033,0.007583333333333333,455.0,305.9632330852843,780,0,0.0,0.875,1,0
220000,2,1,1,44,2,2,0,0,0,2,34510,33661,34913,36334,38729,39062,0,2100,2000,3000,1100,1700,1,3,2,1.0,2,36201.5,1650.0,217209,9900,0.04557822189688272,0.1645522727272727,36201.5,1017.3494974687902,0,34510,0.0,0.875,0,1
140000,2,2,1,45,0,0,0,0,2,2,53951,55444,57549,60971,61374,63243,3000,3000,5000,2000,3000,2500,0,2,2,0.6666666666666666,0,58755.333333333336,3083.3333333333335,352532,18500,0.05247750558814519,0.4196809523809524,58755.333333333336,1020.6207261596575,3000,53951,0.05560601286352431,0.9166666666666666,1,0
230000,2,1,2,29,0,0,-1,-1,0,0,23586,6633,2525,146959,150080,153186,5576,2525,146959,4452,4586,5497,0,0,0,0.0,0,80494.83333333333,28265.833333333332,482969,169595,0.3511509020247676,0.34997753623188405,80494.83333333333,58157.95695660798,5576,23586,0.23641143050962435,1.0,1,0
360000,2,1,1,30,1,-1,-1,-1,-1,-1,-6,1191,23812,3155,-140,27994,1197,23931,3171,0,28134,8402,0,1,1,0.16666666666666666,1,9334.333333333334,10805.833333333334,56006,64835,1.1576438238760134,0.025996296296296295,9358.666666666666,12212.29025886081,1197,-6,0.0,0.9791666666666666,1,0
390000,2,1,2,30,0,0,0,0,0,0,152535,153477,148629,141571,126583,154557,5153,10000,10000,5010,50000,5000,0,0,0,0.0,0,146225.33333333334,14193.833333333334,877352,85163,0.09706822347244891,0.37493675213675215,146225.33333333334,17707.98735505158,5153,152535,0.03378241059428984,1.0,1,0
280000,2,2,1,32,0,0,0,0,0,0,11561,12662,13752,14815,15168,15523,1300,1300,1300,600,600,600,0,0,0,0.0,0,13913.5,950.0,83481,5700,0.06827900959499766,0.04969107142857143,13913.5,383.40579025361626,1300,11561,0.11244702015396592,1.0,1,0
310000,2,3,2,32,0,0,0,0,0,0,41623,42465,32003,33885,29125,17227,3021,7000,5040,1000,7000,6000,0,0,0,0.0,0,32721.333333333332,4843.5,196328,29061,0.14802269671162543,0.10555268817204301,32721.333333333332,2398.7950099998125,3021,41623,0.07258006390697451,1.0,1,0
500000,2,2,1,33,0,0,0,0,0,0,264479,275025,285034,290002,295756,302149,15000,14500,10370,11000,11000,13000,0,0,0,0.0,0,285407.5,12478.333333333334,1712445,74870,0.04372111221090312,0.570815,285407.5,1976.5668889938097,15000,264479,0.05671527796157729,1.0,1,0
230000,2,2,2,39,0,0,0,0,0,0,72288,69680,66081,64495,60511,57450,2429,2579,2100,2000,2000,2100,0,0,0,0.0,0,65084.166666666664,2201.3333333333335,390505,13208,0.033822870385782515,0.28297463768115944,65084.166666666664,243.33981726521182,2429,72288,0.03360170429393537,1.0,1,0
30000,2,3,1,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1,0
120000,2,4,1,41,-2,-2,-2,-2,-2,-2,0,77,-1460,-1460,-1460,-1460,77,1460,0,0,0,0,0,0,0,0.0,0,-960.5,256.1666666666667,-5763,1537,0.0,0.00010694444444444445,12.833333333333334,590.5591982745393,77,0,0.0,1.0,1,0
200000,2,2,2,43,-2,-2,-2,-2,-2,-2,10000,10000,10000,10301,10000,10000,10000,10000,10301,10000,10000,10000,0,0,0,0.0,0,10050.166666666666,10050.166666666666,60301,60301,1.0,0.05025083333333333,10050.166666666666,122.88273542962276,10000,10000,1.0,1.0,1,0
390000,2,1,2,30,0,0,0,0,0,0,60819,61300,59328,57852,55903,53516,5000,2506,3000,2500,2000,2000,0,0,0,0.0,0,58119.666666666664,2834.3333333333335,348718,17006,0.048767198710706075,0.14902478632478633,58119.666666666664,1125.110068689578,5000,60819,0.08221115112053799,1.0,1,0
200000,2,1,2,30,0,0,0,0,0,0,59891,60537,61592,59786,58172,59175,3000,2800,3000,2100,2070,1800,0,0,0,0.0,0,59858.833333333336,2461.6666666666665,359153,14770,0.04112453466906862,0.2992941666666667,59858.833333333336,532.1810468878675,3000,59891,0.05009099864754304,1.0,1,0
600000,2,2,1,38,1,2,0,0,0,0,485861,462675,464983,416550,416545,420232,33,15287,14069,15013,15003,15000,0,2,2,0.5,1,444474.3333333333,12400.833333333334,2666846,74405,0.027899998725085737,0.7407905555555555,444474.3333333333,6073.3251655634795,33,485861,6.792066043580366e-05,0.9375,1,0
20000,2,3,1,45,2,2,3,2,2,0,21646,24390,23719,23936,23253,25871,3400,0,900,0,3000,2000,1,5,3,1.8333333333333333,2,23802.5,1550.0,142815,9300,0.06511921016699926,1.190125,23802.5,1480.2026888233922,3400,21646,0.15707290030490623,0.7708333333333334,0,1
140000,2,2,1,48,0,0,0,0,0,0,41241,42548,44552,46503,48418,49277,1996,3000,3000,3000,1790,1965,0,0,0,0.0,0,45423.166666666664,2458.5,272539,14751,0.054124363852512854,0.3244511904761905,45423.166666666664,597.3286365142726,1996,41241,0.04839843844717635,1.0,1,0
90000,2,2,1,34,-1,2,-1,-1,-2,-2,336,168,432,0,0,0,0,432,0,0,0,0,1,1,2,0.3333333333333333,0,156.0,72.0,936,432,0.46153846153846156,0.0017333333333333333,156.0,176.36326148038881,0,336,0.0,0.9583333333333334,0,1
20000,2,3,1,44,0,0,0,0,0,0,5636,6737,7832,8624,8800,9300,1200,1208,1000,176,500,0,0,0,0,0.0,0,7821.5,680.6666666666666,46929,4084,0.08702508044066569,0.391075,7821.5,529.2253458279059,1200,5636,0.21291696238466998,1.0,1,0
30000,2,4,1,45,0,0,0,0,0,0,26958,26716,26679,22972,20152,11688,4000,5022,1232,820,286,237,0,0,0,0.0,0,22527.5,1932.8333333333333,135165,11597,0.08579883845670107,0.7509166666666667,22527.5,2055.8990652915495,4000,26958,0.14837895986349137,1.0,1,0
250000,2,1,2,35,0,0,0,0,0,0,154878,152677,134445,136219,117625,107642,5200,5200,10000,4014,4057,4000,0,0,0,0.0,0,133914.33333333334,5411.833333333333,803486,32471,0.04041265186947875,0.5356573333333333,133914.33333333334,2320.5087732363063,5200,154878,0.03357481372435078,1.0,1,0
350000,2,2,2,33,0,0,0,0,0,0,187649,141353,142923,145149,132948,85677,5100,5400,6100,6000,3200,3100,0,0,0,0.0,0,139283.16666666666,4816.666666666667,835699,28900,0.034581829103540865,0.39795190476190473,139283.16666666666,1343.7509689918986,5100,187649,0.027178402229694802,1.0,1,0
150000,2,2,1,49,-1,-1,0,-1,-1,-1,4016,5115,3425,1334,2117,1098,5119,1002,1336,2119,1098,757,0,0,0,0.0,0,2850.8333333333335,1905.1666666666667,17105,11431,0.6682841274481146,0.019005555555555557,2850.8333333333335,1642.1884686803357,5119,4016,1.2746513944223108,1.0,1,0
300000,2,2,2,42,0,0,0,0,0,0,113308,109901,108659,110781,107833,104466,5400,5800,6000,7000,5000,5000,0,0,0,0.0,0,109158.0,5700.0,654948,34200,0.05221788600010993,0.36386,109158.0,756.3068160475615,5400,113308,0.04765771172379708,1.0,1,0
50000,2,3,1,53,0,0,0,0,0,0,46778,47770,49009,50593,20218,20645,1770,2009,2593,1000,752,1017,1,0,0,0.0,0,39168.833333333336,1523.5,235013,9141,0.038895720662261234,0.7833766666666667,39168.833333333336,716.3950725682024,1770,46778,0.03783830005558168,1.0,0,1
390000,2,3,1,58,-2,-2,-2,-2,-2,-2,1186,15523,0,609,0,0,15657,0,609,0,0,0,0,0,0,0.0,0,2886.3333333333335,2711.0,17318,16266,0.9392539554221042,0.007400854700854702,2886.3333333333335,6346.8953670278825,15657,1186,5.0,1.0,1,0
120000,2,3,2,53,-1,2,-1,-1,0,-1,1743,316,316,632,316,316,0,316,632,0,316,816,0,1,2,0.3333333333333333,0,606.5,346.6666666666667,3639,2080,0.5715856004396812,0.005054166666666667,606.5,329.8258126142747,0,1743,0.0,0.9583333333333334,1,0
140000,2,3,2,53,0,0,0,0,0,0,142270,144418,143728,125158,93998,91229,5357,5829,6240,3500,3500,4000,0,0,0,0.0,0,123466.83333333333,4737.666666666667,740801,28426,0.03837197843955394,0.8819059523809524,123466.83333333333,1219.7850083792089,5357,142270,0.03765375694102762,1.0,1,0
80000,2,3,1,51,0,0,0,0,0,0,80904,64144,54029,51497,28250,28073,2500,2200,1817,1200,1200,1100,0,0,0,0.0,0,51149.5,1669.5,306897,10017,0.03263961524550582,0.63936875,51149.5,592.9768123628444,2500,80904,0.030900820725798476,1.0,1,0
50000,2,3,1,55,0,0,0,0,0,0,23593,24787,9145,12423,41956,45112,1831,1189,3467,30000,4000,0,0,0,0,0.0,0,26169.333333333332,6747.833333333333,157016,40487,0.25785270290925766,0.5233866666666667,26169.333333333332,11485.52865856277,1831,23593,0.07760776501504683,1.0,1,0
140000,2,2,2,49,-2,-2,-2,-2,-2,-2,1282,367,0,3794,0,865,367,0,3794,0,865,825,1,0,0,0.0,0,1051.3333333333333,975.1666666666666,6308,5851,0.9275523145212429,0.007509523809523809,1051.3333333333333,1431.94097876507,367,1282,0.28627145085803435,1.0,0,1
330000,2,2,1,50,-2,-2,-2,-2,-2,-2,5600,0,98,0,0,318,0,98,0,0,318,452,0,0,0,0.0,0,1002.6666666666666,144.66666666666666,6016,868,0.14428191489361702,0.0030383838383838385,1002.6666666666666,194.6593605934908,0,5600,0.0,1.0,1,0
280000,2,2,1,49,2,2,2,0,0,0,28788,31315,30529,33562,34557,35600,3315,0,3562,1557,1600,3175,0,3,2,1.0,2,32391.833333333332,2201.5,194351,13209,0.06796466187464947,0.11568511904761904,32391.833333333332,1390.131612474157,3315,28788,0.11515214672780325,0.875,1,0
470000,2,2,1,49,0,-1,-1,-1,-1,-1,3388,1359,7650,6682,1942,0,1359,7650,6682,1942,0,5870,1,0,0,0.0,0,3503.5,3917.1666666666665,21021,23503,1.1180724037866896,0.007454255319148936,3503.5,3199.424974376906,1359,3388,0.40112160566706023,1.0,0,1
100000,2,4,1,54,0,0,0,0,0,0,95980,99056,100415,102666,63913,65246,4057,3232,3275,2290,2365,2382,0,0,0,0.0,0,87879.33333333333,2933.5,527276,17601,0.03338099970413977,0.8787933333333333,87879.33333333333,708.436800286377,4057,95980,0.04226922275474057,1.0,1,0
